mean,std,min,max,energy
-0.0031942540090342223,0.15963291974431706,-0.27871689802731325,1.2409927952979376,0.025492872324769805
0.0028780777246156623,0.1706586122493027,-0.24245812136931058,1.198003220679029,0.029132645266246773
-0.0010327450546192998,0.15798051691150372,-0.2564424479713069,1.1686816662405854,0.02495891028597376
-0.0019123820848882336,0.16844935878084483,-0.24579721559587045,1.258394038220929,0.02837884367891639
6.004600091866763e-05,0.1700817786289282,-0.2616431889740747,1.316599452138936,0.02892781502710196
-0.00015397487753371846,0.1724822171590767,-0.2599220687952304,1.4058274477571846,0.0297501389443738
0.001331261935212581,0.16748513834815418,-0.2610413747430749,1.318726820432194,0.0280530438258405
0.0002498241834460203,0.1665003319203375,-0.28686950919981047,1.2594913582373641,0.027722422941705193
0.002949709892136682,0.1732140169073533,-0.26145065482733576,1.2848798409740885,0.030011796441628644
-0.0023016465756738524,0.17184177251038912,-0.2629219443812708,1.3265725552521639,0.02953489235647164
-0.0021363984258854305,0.1653981726246035,-0.24062284247184682,1.2285594657380887,0.02736111970579225
0.00023113626100108907,0.15743419472441642,-0.2478736479774873,1.1873637784113333,0.02478557909249661
0.0010944252236910646,0.15414870624102053,-0.25677952707160034,1.158071374202924,0.023763021402350693
0.0019450526378228005,0.17995169139712158,-0.2541849051719116,1.4497216026187434,0.032386394466448795
-0.0006854096250585063,0.1668746234085286,-0.29266858500417164,1.2257149481392529,0.027847609724092358
-0.0013132091982217342,0.16771799891488026,-0.26206497218631314,1.2527122131672594,0.028131051678410072
-0.001253946497716563,0.17010712624626806,-0.25715197108916193,1.3228996679028762,0.028938006781582915
-8.816697918031647e-05,0.16651266081324673,-0.25918465239763744,1.2250028255924286,0.02772647398452358
0.0003669547778476614,0.1809265312516345,-0.2724844345659472,1.422962860478079,0.03273454436655767
0.0006143267148826712,0.16800204111731584,-0.2641620777029554,1.2711045581794036,0.0282250632168969
0.0024909776086777654,0.1789659094557402,-0.27792057022947375,1.2825119841078725,0.032035001716767125
-0.0016658770443375218,0.1600867252419875,-0.2595255375949983,1.1821379733289628,0.025630534745030454
-0.001365142150621616,0.16202171350793185,-0.26603309791305635,1.2755173939731788,0.02625289926113775
-0.000433791437023623,0.1701609523236804,-0.2543842309943281,1.3107284790849467,0.028954937870712665
0.0015169002820547655,0.16511368946068883,-0.25099777205770796,1.2096417389841874,0.027264831433786472
0.0001994801979810232,0.16874609374630503,-0.26848433173427316,1.2651214030379703,0.028475283946986146
-0.0014712659447664537,0.16606128805401474,-0.2534308587912686,1.2722374331074373,0.02757851601363869
0.000529377072052903,0.16344631090697356,-0.24911290787117482,1.187113374809312,0.026714976789183473
-0.00016194654080945966,0.16009608583861806,-0.2673537980158241,1.2020023211951691,0.02563078292752825
